,Filename,Eint_H2O,original_SMILES,CanonSMILES,Class_label,tail_atom_ids_r1,tail_atom_ids_r2
700,CCCC_CP,-0.03122,CCCC=CP,CCCC=CP,3,"(0, 1)","(2,)"
701,CCCCC_P,-0.038926,CCCCC=P,CCCCC=P,3,"(0, 1)","(2,)"
702,CCCCNP,-0.028186,CCCCNP,CCCCNP,3,"(0, 1)","(2,)"
703,CCCCOP,-0.055445,CCCCOP,CCCCOP,3,"(0, 1)","(2,)"
704,CCC_COP,-0.035468,CCC=COP,CCC=COP,3,"(0, 1)","(2,)"
705,CCCCP,-0.025597,CCCCP,CCCCP,3,"(0, 1)","(2,)"
707,CC_CC_P,-0.126272,CC=CC=P,CC=CC=P,3,"(0, 1)","(2,)"
708,CCC_CP,-0.033541,CCC=CP,CCC=CP,3,"(0, 1)","(2,)"
710,CCCNC1_CC_C-C_C1-P,-0.014804,CCCNC1=CC=C(C=C1)P,CCCNc1ccc(P)cc1,3,"(0, 1)","(2,)"
711,CCCNCP,-0.016957,CCCNCP,CCCNCP,3,"(0, 1)","(2,)"
712,CCCNP,-0.037823,CCCNP,CCCNP,3,"(0, 1)","(2,)"
713,CCCOC1_CC_C-C_C1-P,-0.020054,CCCOC1=CC=C(C=C1)P,CCCOc1ccc(P)cc1,3,"(0, 1)","(2,)"
714,CCCOCP,-0.046376,CCCOCP,CCCOCP,3,"(0, 1)","(2,)"
715,C-CC-_O-O-COP,-0.35791,C(CC(=O)O)COP,O=C(O)CCCOP,3,"(0, 1)","(2, 3)"
716,C-CC-_O-O-CP,-0.34584,C(CC(=O)O)CP,O=C(O)CCCP,3,"(0, 1)","(2, 3)"
717,C-CC-_O-O-C_P,-0.408775,C(CC(=O)O)C=P,O=C(O)CCC=P,3,"(0, 1)","(2, 3)"
718,CCCOP,-0.038898,CCCOP,CCCOP,3,"(0, 1)","(2,)"
719,CC_CP,-0.102515,CC=CP,CC=CP,3,"(0, 1)","(2,)"
720,CCC_P,-0.046944,CCC=P,CCC=P,3,"(0, 1)","(2,)"
721,C-CCP-CC-_O-O,-0.335984,C(CCP)CC(=O)O,O=C(O)CCCCP,3,"(0, 1)","(2, 3)"
722,C-CCP-CN,-0.288582,C(CCP)CN,NCCCCP,3,"(0, 1)","(2,)"
723,C-CCP-CO,-0.267175,C(CCP)CO,OCCCCP,3,"(0, 1)","(2,)"
724,C-C_CP-O,-0.181737,C(C=CP)O,OCC=CP,3,"(0, 1)","(2,)"
725,CCNC1_CC_C-C_C1-P,-0.070074,CCNC1=CC=C(C=C1)P,CCNc1ccc(P)cc1,3,"(0, 1)","(2,)"
726,CCNCCP,-0.086828,CCNCCP,CCNCCP,3,"(0, 1)","(2,)"
728,CCNC_CP,-0.075377,CCNC=CP,CCNC=CP,3,"(0, 1)","(2,)"
729,C-CN-CNP,-0.322345,C(CN)CNP,NCCCNP,3,"(0, 1)","(2,)"
730,C-CN-COP,-0.332977,C(CN)COP,NCCCOP,3,"(0, 1)","(2,)"
731,CCNCP,-0.035608,CCNCP,CCNCP,3,"(0, 1)","(2,)"
732,C-CN-CP,-0.329003,C(CN)CP,NCCCP,3,"(0, 1)","(2,)"
735,C-CNP-CO,-0.22388,C(CNP)CO,OCCCNP,3,"(0, 1)","(2,)"
736,C-CNP-C-_O-O,-0.310731,C(CNP)C(=O)O,O=C(O)CCNP,3,"(0, 1)","(2, 3)"
737,C-CNP-N,-0.291066,C(CNP)N,NCCNP,3,"(0, 1)","(2,)"
738,CCOC1_CC_C-C_C1-OP,-0.146134,CCOC1=CC=C(C=C1)OP,CCOc1ccc(OP)cc1,3,"(0, 1)","(2,)"
739,CCOC1_CC_C-C_C1-P,-0.080184,CCOC1=CC=C(C=C1)P,CCOc1ccc(P)cc1,3,"(0, 1)","(2,)"
740,CCOCNP,-0.027365,CCOCNP,CCOCNP,3,"(0, 1)","(2,)"
741,C-CO-COP,-0.22151,C(CO)COP,OCCCOP,3,"(0, 1)","(2,)"
742,CCOCP,-0.023277,CCOCP,CCOCP,3,"(0, 1)","(2,)"
743,C-CO-CP,-0.195818,C(CO)CP,OCCCP,3,"(0, 1)","(2,)"
744,CCOC_P,-0.062611,CCOC=P,CCOC=P,3,"(0, 1)","(2,)"
745,C-COCP-N,-0.343084,C(COCP)N,NCCOCP,3,"(0, 1)","(2,)"
746,C-CO-NCP,-0.192689,C(CO)NCP,OCCNCP,3,"(0, 1)","(2,)"
747,CCONP,-0.113577,CCONP,CCONP,3,"(0, 1)","(2,)"
748,C-CO-NP,-0.204757,C(CO)NP,OCCNP,3,"(0, 1)","(2,)"
749,C-C-_O-O-NCP,-0.376014,C(C(=O)O)NCP,O=C(O)CNCP,3,"(0, 1)","(2, 3)"
750,C-C-_O-O-N_CP,-0.395548,C(C(=O)O)N=CP,O=C(O)CN=CP,3,"(0, 1)","(2, 3)"
751,C-C-_O-O-NP,-0.380515,C(C(=O)O)NP,O=C(O)CNP,3,"(0, 1)","(2, 3)"
752,C-C-_O-O-OCP,-0.348082,C(C(=O)O)OCP,O=C(O)COCP,3,"(0, 1)","(2, 3)"
753,C-C-_O-O-ONCP,-0.348398,C(C(=O)O)ONCP,O=C(O)CONCP,3,"(0, 1)","(2, 3)"
754,C-C-_O-O-ON_CP,-0.355193,C(C(=O)O)ON=CP,O=C(O)CON=CP,3,"(0, 1)","(2, 3)"
755,C-C-_O-O-ONP,-0.349951,C(C(=O)O)ONP,O=C(O)CONP,3,"(0, 1)","(2, 3)"
757,CCOOP,-0.047634,CCOOP,CCOOP,3,"(0, 1)","(2,)"
758,C-COP-N,-0.289733,C(COP)N,NCCOP,3,"(0, 1)","(2,)"
759,C-COP-O,-0.234713,C(COP)O,OCCOP,3,"(0, 1)","(2,)"
760,C-_CP-C_N,-0.332381,C(=CP)C=N,N=CC=CP,3,"(0, 1)","(2,)"
761,C-_CP-C-_O-O,-0.353521,C(=CP)C(=O)O,O=C(O)C=CP,3,"(0, 1)","(2, 3)"
762,C-CP-C-_O-O,-0.283926,C(CP)C(=O)O,O=C(O)CCP,3,"(0, 1)","(2, 3)"
763,C-C_P-N,-0.424151,C(C=P)N,NCC=P,3,"(0, 1)","(2,)"
764,C-CP-N,-0.376847,C(CP)N,NCCP,3,"(0, 1)","(2,)"
765,C-CP-NC-_O-O,-0.469539,C(CP)NC(=O)O,O=C(O)NCCP,3,"(0, 1)","(2, 3)"
766,CNC1_CC_C-C_C1-OP,-0.161664,CNC1=CC=C(C=C1)OP,CNc1ccc(OP)cc1,3,"(0, 1)","(2, 3, 4, 5, 8, 9)"
767,CNC1_CC_C-C_C1-P,-0.134984,CNC1=CC=C(C=C1)P,CNc1ccc(P)cc1,3,"(0, 1)","(2, 3, 4, 5, 7, 8)"
768,CNCC1_CC_C-C_C1-CP,-0.064734,CNCC1=CC=C(C=C1)CP,CNCc1ccc(CP)cc1,3,"(0, 1)","(2,)"
769,CNCC1_CC_C-C_C1-P,-0.023814,CNCC1=CC=C(C=C1)P,CNCc1ccc(P)cc1,3,"(0, 1)","(2,)"
771,CNCCCCP,-0.017114,CNCCCCP,CNCCCCP,3,"(0, 1)","(2,)"
772,CNCCCNP,-0.047534,CNCCCNP,CNCCCNP,3,"(0, 1)","(2,)"
773,CNCCCP,-0.03082,CNCCCP,CNCCCP,3,"(0, 1)","(2,)"
774,CNCCNP,-0.061782,CNCCNP,CNCCNP,3,"(0, 1)","(2,)"
775,CNCCOP,-0.048827,CNCCOP,CNCCOP,3,"(0, 1)","(2,)"
776,CNCCP,-0.033109,CNCCP,CNCCP,3,"(0, 1)","(2,)"
777,C-NC-_O-O-P,-0.419032,C(NC(=O)O)P,O=C(O)NCP,3,"(0, 1)","(2, 3)"
778,CNCOP,-0.081921,CNCOP,CNCOP,3,"(0, 1)","(2,)"
779,C-_N-C_P,-0.198516,C(=N)C=P,N=CC=P,3,"(0, 1)","(2,)"
780,CN_CP,-0.02108,CN=CP,CN=CP,3,"(0, 1)","(2,)"
781,CNNONNP,-0.112203,CNNONNP,CNNONNP,3,"(0, 1)","(2,)"
782,C-N-NP,-0.302404,C(N)NP,NCNP,3,"(0, 1)","(2,)"
783,C-NN-P,-0.198043,C(NN)P,NNCP,3,"(0, 1)","(2,)"
784,C-_NO-P,-0.270902,C(=NO)P,ON=CP,3,"(0, 1)","(2,)"
785,C-N-OP,-0.282698,C(N)OP,NCOP,3,"(0, 1)","(2,)"
786,C-_NP-N,-0.164282,C(=NP)N,NC=NP,3,"(0, 1)","(2,)"
787,C-NP-O,-0.297731,C(NP)O,OCNP,3,"(0, 1)","(2,)"
788,COC1_CC_C-C_C1-CCCP,-0.032624,COC1=CC=C(C=C1)CCCP,COc1ccc(CCCP)cc1,3,"(0, 1)","(2, 3, 4, 5, 10, 11)"
789,COC1_CC_C-C_C1-CCP,-0.085714,COC1=CC=C(C=C1)CCP,COc1ccc(CCP)cc1,3,"(0, 1)","(2, 3, 4, 5, 9, 10)"
790,COC1_CC_C-C_C1-CC_P,-0.090284,COC1=CC=C(C=C1)CC=P,COc1ccc(CC=P)cc1,3,"(0, 1)","(2, 3, 4, 5, 9, 10)"
791,COC1_CC_C-C_C1-CNP,-0.093244,COC1=CC=C(C=C1)CNP,COc1ccc(CNP)cc1,3,"(0, 1)","(2, 3, 4, 5, 9, 10)"
792,COC1_CC_C-C_C1-COP,-0.076564,COC1=CC=C(C=C1)COP,COc1ccc(COP)cc1,3,"(0, 1)","(2, 3, 4, 5, 9, 10)"
793,COC1_CC_C-C_C1-C_P,-0.073524,COC1=CC=C(C=C1)C=P,COc1ccc(C=P)cc1,3,"(0, 1)","(2, 3, 4, 5, 8, 9)"
794,COC1_CC_C-C_C1-OP,-0.042234,COC1=CC=C(C=C1)OP,COc1ccc(OP)cc1,3,"(0, 1)","(2, 3, 4, 5, 8, 9)"
795,COC1_CC_C-C_C1-P,-0.080144,COC1=CC=C(C=C1)P,COc1ccc(P)cc1,3,"(0, 1)","(2, 3, 4, 5, 7, 8)"
796,COCC1_CC_C-C_C1-NP,-0.038264,COCC1=CC=C(C=C1)NP,COCc1ccc(NP)cc1,3,"(0, 1)","(2,)"
797,COCC1_CC_C-C_C1-P,-0.010654,COCC1=CC=C(C=C1)P,COCc1ccc(P)cc1,3,"(0, 1)","(2,)"
798,COCCCCP,-0.029064,COCCCCP,COCCCCP,3,"(0, 1)","(2,)"
799,COCCCOP,-0.02804,COCCCOP,COCCCOP,3,"(0, 1)","(2,)"
800,COCCCP,-0.02462,COCCCP,COCCCP,3,"(0, 1)","(2,)"
801,COCCNP,-0.012444,COCCNP,COCCNP,3,"(0, 1)","(2,)"
802,COCCOC1_CC_C-C_C1-P,-0.071474,COCCOC1=CC=C(C=C1)P,COCCOc1ccc(P)cc1,3,"(0, 1)","(2,)"
803,COCCOCP,-0.029443,COCCOCP,COCCOCP,3,"(0, 1)","(2,)"
804,COCCOP,-0.011698,COCCOP,COCCOP,3,"(0, 1)","(2,)"
805,COCOC1_CC_C-C_C1-P,-0.069554,COCOC1=CC=C(C=C1)P,COCOc1ccc(P)cc1,3,"(0, 1)","(2,)"
806,COCOP,-0.047822,COCOP,COCOP,3,"(0, 1)","(2,)"
807,C-_O-C_P,-0.257734,C(=O)C=P,O=CC=P,3,"(0, 1)","(2,)"
808,COC_P,-0.082924,COC=P,COC=P,3,"(0, 1)","(2,)"
809,C-_O--NNP-O,-0.446391,C(=O)(NNP)O,O=C(O)NNP,3,"(0, 1)","(2, 3)"
810,CONP,-0.074478,CONP,CONP,3,"(0, 1)","(2,)"
811,C-O-OP,-0.20402,C(O)OP,OCOP,3,"(0, 1)","(2,)"
812,C1_CC-_CC_C1C_CCC-_O-O-S,-0.365774,C1=CC(=CC=C1C=CCC(=O)O)S,O=C(O)CC=Cc1ccc(S)cc1,4,"(0, 1)","(2, 3)"
813,C1_CC-_CC_C1CCCC-_O-O-S,-0.312854,C1=CC(=CC=C1CCCC(=O)O)S,O=C(O)CCCc1ccc(S)cc1,4,"(0, 1)","(2, 3)"
814,C1_CC-_CC_C1C_CCN-S,-0.491994,C1=CC(=CC=C1C=CCN)S,NCC=Cc1ccc(S)cc1,4,"(0, 1)","(2,)"
815,C1_CC-_CC_C1CCCN-S,-0.370394,C1=CC(=CC=C1CCCN)S,NCCCc1ccc(S)cc1,4,"(0, 1)","(2,)"
816,C1_CC-_CC_C1C_CC-_O-O-OS,-0.426664,C1=CC(=CC=C1C=CC(=O)O)OS,O=C(O)C=Cc1ccc(OS)cc1,4,"(0, 1)","(2, 3)"
817,C1_CC-_CC_C1C_CC-_O-O-S,-0.323464,C1=CC(=CC=C1C=CC(=O)O)S,O=C(O)C=Cc1ccc(S)cc1,4,"(0, 1)","(2, 3)"
818,C1_CC-_CC_C1CCC-_O-O-S,-0.342404,C1=CC(=CC=C1CCC(=O)O)S,O=C(O)CCc1ccc(S)cc1,4,"(0, 1)","(2, 3)"
819,C1_CC-_CC_C1C_CC_O-S,-0.290584,C1=CC(=CC=C1C=CC=O)S,O=CC=Cc1ccc(S)cc1,4,"(0, 1)","(2,)"
820,C1_CC-_CC_C1C_CCO-S,-0.310744,C1=CC(=CC=C1C=CCO)S,OCC=Cc1ccc(S)cc1,4,"(0, 1)","(2,)"
821,C1_CC-_CC_C1CCCO-S,-0.261414,C1=CC(=CC=C1CCCO)S,OCCCc1ccc(S)cc1,4,"(0, 1)","(2,)"
822,C1_CC-_CC_C1C_CCS-C-_O-O,-0.265734,C1=CC(=CC=C1C=CCS)C(=O)O,O=C(O)c1ccc(C=CCS)cc1,4,"(0, 1)","(2, 3, 4, 5, 6, 11, 12)"
823,C1_CC-_CC_C1CCCS-C-_O-O,-0.209304,C1=CC(=CC=C1CCCS)C(=O)O,O=C(O)c1ccc(CCCS)cc1,4,"(0, 1)","(2, 3, 4, 5, 6, 11, 12)"
825,C1_CC-_CC_C1CCCS-N,-0.234944,C1=CC(=CC=C1CCCS)N,Nc1ccc(CCCS)cc1,4,"(0, 1, 2, 3, 4, 9, 10)","(5,)"
826,C1_CC-_CC_C1C_CCS-O,-0.307064,C1=CC(=CC=C1C=CCS)O,Oc1ccc(C=CCS)cc1,4,"(0, 1, 2, 3, 4, 9, 10)","(5,)"
827,C1_CC-_CC_C1CCCS-O,-0.179994,C1=CC(=CC=C1CCCS)O,Oc1ccc(CCCS)cc1,4,"(0, 1, 2, 3, 4, 9, 10)","(5,)"
828,C1_CC-_CC_C1CCN-S,-0.391454,C1=CC(=CC=C1CCN)S,NCCc1ccc(S)cc1,4,"(0, 1)","(2,)"
830,C1_CC-_CC_C1CCNS-O,-0.226664,C1=CC(=CC=C1CCNS)O,Oc1ccc(CCNS)cc1,4,"(0, 1, 2, 3, 4, 9, 10)","(5,)"
831,C1_CC-_CC_C1CC-_O-O-C_S,-0.453594,C1=CC(=CC=C1CC(=O)O)C=S,O=C(O)Cc1ccc(C=S)cc1,4,"(0, 1)","(2, 3)"
832,C1_CC-_CC_C1CC-_O-O-S,-0.429314,C1=CC(=CC=C1CC(=O)O)S,O=C(O)Cc1ccc(S)cc1,4,"(0, 1)","(2, 3)"
833,C1_CC-_CC_C1CCO-S,-0.223754,C1=CC(=CC=C1CCO)S,OCCc1ccc(S)cc1,4,"(0, 1)","(2,)"
834,C1_CC-_CC_C1CCS-C-_O-O,-0.314124,C1=CC(=CC=C1CCS)C(=O)O,O=C(O)c1ccc(CCS)cc1,4,"(0, 1)","(2, 3, 4, 5, 6, 10, 11)"
835,C1_CC-_CC_C1CC_S-N,-0.158954,C1=CC(=CC=C1CC=S)N,Nc1ccc(CC=S)cc1,4,"(0, 1, 2, 3, 4, 8, 9)","(5,)"
836,C1_CC-_CC_C1CCS-N,-0.233064,C1=CC(=CC=C1CCS)N,Nc1ccc(CCS)cc1,4,"(0, 1, 2, 3, 4, 8, 9)","(5,)"
838,C1_CC-_CC_C1CCS-NN,-0.256784,C1=CC(=CC=C1CCS)NN,NNc1ccc(CCS)cc1,4,"(0, 1)","(2, 3, 4, 5, 9, 10)"
840,C1_CC-_CC_C1CCS-O,-0.309584,C1=CC(=CC=C1CCS)O,Oc1ccc(CCS)cc1,4,"(0, 1, 2, 3, 4, 8, 9)","(5,)"
841,C1_CC-_CC_C1CNCO-S,-0.322224,C1=CC(=CC=C1CNCO)S,OCNCc1ccc(S)cc1,4,"(0, 1)","(2,)"
842,C1_CC-_CC_C1CN-CS,-0.299394,C1=CC(=CC=C1CN)CS,NCc1ccc(CS)cc1,4,"(0, 1)","(2, 3, 4, 5, 8, 9)"
843,C1_CC-_CC_C1C_NNS-N,-0.230404,C1=CC(=CC=C1C=NNS)N,Nc1ccc(C=NNS)cc1,4,"(0, 1, 2, 3, 4, 9, 10)","(5,)"
844,C1_CC-_CC_C1C_NNS-O,-0.175544,C1=CC(=CC=C1C=NNS)O,Oc1ccc(C=NNS)cc1,4,"(0, 1, 2, 3, 4, 9, 10)","(5,)"
845,C1_CC-_CC_C1CN-OS,-0.300344,C1=CC(=CC=C1CN)OS,NCc1ccc(OS)cc1,4,"(0, 1)","(2, 3, 4, 5, 8, 9)"
846,C1_CC-_CC_C1CNO-S,-0.195214,C1=CC(=CC=C1CNO)S,ONCc1ccc(S)cc1,4,"(0, 1)","(2,)"
847,C1_CC-_CC_C1CN-S,-0.278694,C1=CC(=CC=C1CN)S,NCc1ccc(S)cc1,4,"(0, 1)","(2, 3, 4, 5, 7, 8)"
848,C1_CC-_CC_C1CNS-C-_O-O,-0.234264,C1=CC(=CC=C1CNS)C(=O)O,O=C(O)c1ccc(CNS)cc1,4,"(0, 1)","(2, 3, 4, 5, 6, 10, 11)"
849,C1_CC-_CC_C1C_NS-N,-0.196724,C1=CC(=CC=C1C=NS)N,Nc1ccc(C=NS)cc1,4,"(0, 1, 2, 3, 4, 8, 9)","(5,)"
850,C1_CC-_CC_C1CNS-N,-0.225994,C1=CC(=CC=C1CNS)N,Nc1ccc(CNS)cc1,4,"(0, 1, 2, 3, 4, 8, 9)","(5,)"
851,C1_CC-_CC_C1C_NS-O,-0.316884,C1=CC(=CC=C1C=NS)O,Oc1ccc(C=NS)cc1,4,"(0, 1, 2, 3, 4, 8, 9)","(5,)"
852,C1_CC-_CC_C1COC-_O-O-NS,-0.491144,C1=CC(=CC=C1COC(=O)O)NS,O=C(O)OCc1ccc(NS)cc1,4,"(0, 1)","(2, 3)"
853,C1_CC-_CC_C1COC-_O-O-S,-0.554554,C1=CC(=CC=C1COC(=O)O)S,O=C(O)OCc1ccc(S)cc1,4,"(0, 1)","(2, 3)"
854,C1_CC-_CC_C1COCO-S,-0.203744,C1=CC(=CC=C1COCO)S,OCOCc1ccc(S)cc1,4,"(0, 1)","(2,)"
855,C1_CC-_CC_C1CO-CS,-0.273144,C1=CC(=CC=C1CO)CS,OCc1ccc(CS)cc1,4,"(0, 1)","(2, 3, 4, 5, 8, 9)"
856,C1_CC-_CC_C1CO-C_S,-0.195124,C1=CC(=CC=C1CO)C=S,OCc1ccc(C=S)cc1,4,"(0, 1)","(2, 3, 4, 5, 8, 9)"
857,C1_CC-_CC_C1CON-CS,-0.185664,C1=CC(=CC=C1CON)CS,NOCc1ccc(CS)cc1,4,"(0, 1)","(2,)"
858,C1_CC-_CC_C1CO-NS,-0.300504,C1=CC(=CC=C1CO)NS,OCc1ccc(NS)cc1,4,"(0, 1)","(2, 3, 4, 5, 8, 9)"
859,C1_CC-_CC_C1CON-S,-0.229274,C1=CC(=CC=C1CON)S,NOCc1ccc(S)cc1,4,"(0, 1)","(2,)"
860,C1_CC-_CC_C1CO-OCS,-0.374514,C1=CC(=CC=C1CO)OCS,OCc1ccc(OCS)cc1,4,"(0, 1)","(2, 3, 4, 5, 9, 10)"
861,C1_CC-_CC_C1C-_O-O-N_CC_S,-0.350254,C1=CC(=CC=C1C(=O)O)N=CC=S,O=C(O)c1ccc(N=CC=S)cc1,4,"(0, 1)","(2, 3, 4, 5, 6, 11, 12)"
862,C1_CC-_CC_C1C-_O-O-NC_S,-0.343334,C1=CC(=CC=C1C(=O)O)NC=S,O=C(O)c1ccc(NC=S)cc1,4,"(0, 1)","(2, 3, 4, 5, 6, 10, 11)"
863,C1_CC-_CC_C1C-_O-O-NS,-0.313264,C1=CC(=CC=C1C(=O)O)NS,O=C(O)c1ccc(NS)cc1,4,"(0, 1)","(2, 3, 4, 5, 6, 9, 10)"
864,C1_CC-_CC_C1C-_O-O-OCCS,-0.300444,C1=CC(=CC=C1C(=O)O)OCCS,O=C(O)c1ccc(OCCS)cc1,4,"(0, 1)","(2, 3, 4, 5, 6, 11, 12)"
865,C1_CC-_CC_C1C-_O-O-OS,-0.247014,C1=CC(=CC=C1C(=O)O)OS,O=C(O)c1ccc(OS)cc1,4,"(0, 1)","(2, 3, 4, 5, 6, 9, 10)"
867,C1_CC-_CC_C1COS-O,-0.180604,C1=CC(=CC=C1COS)O,Oc1ccc(COS)cc1,4,"(0, 1, 2, 3, 4, 8, 9)","(5,)"
868,C1_CC-_CC_C1C_S-C-_O-O,-0.211354,C1=CC(=CC=C1C=S)C(=O)O,O=C(O)c1ccc(C=S)cc1,4,"(0, 1)","(2, 3, 4, 5, 6, 9, 10)"
869,C1_CC-_CC_C1CS-C-_O-O,-0.265234,C1=CC(=CC=C1CS)C(=O)O,O=C(O)c1ccc(CS)cc1,4,"(0, 1)","(2, 3, 4, 5, 6, 9, 10)"
870,C1_CC-_CC_C1C_S-N,-0.143154,C1=CC(=CC=C1C=S)N,Nc1ccc(C=S)cc1,4,"(0, 1, 2, 3, 4, 7, 8)","(5,)"
871,C1_CC-_CC_C1CS-N,-0.152474,C1=CC(=CC=C1CS)N,Nc1ccc(CS)cc1,4,"(0, 1, 2, 3, 4, 7, 8)","(5,)"
872,C1_CC-_CC_C1C_S-NN,-0.129344,C1=CC(=CC=C1C=S)NN,NNc1ccc(C=S)cc1,4,"(0, 1)","(2, 3, 4, 5, 8, 9)"
873,C1_CC-_CC_C1CS-NN,-0.274434,C1=CC(=CC=C1CS)NN,NNc1ccc(CS)cc1,4,"(0, 1)","(2, 3, 4, 5, 8, 9)"
874,C1_CC-_CC_C1C_S-O,-0.38247,C1=CC(=CC=C1C=S)O,Oc1ccc(C=S)cc1,4,"(0, 1, 2, 3, 4, 7, 8)","(5,)"
875,C1_CC-_CC_C1CS-O,-0.254344,C1=CC(=CC=C1CS)O,Oc1ccc(CS)cc1,4,"(0, 1, 2, 3, 4, 7, 8)","(5,)"
877,C1_CC-_CC_C1CS-ON,-0.128714,C1=CC(=CC=C1CS)ON,NOc1ccc(CS)cc1,4,"(0, 1)","(2, 3, 4, 5, 8, 9)"
878,C1_CC-_CC_C1NCCC-_O-O-S,-0.346454,C1=CC(=CC=C1NCCC(=O)O)S,O=C(O)CCNc1ccc(S)cc1,4,"(0, 1)","(2, 3)"
879,C1_CC-_CC_C1NCCN-S,-0.304924,C1=CC(=CC=C1NCCN)S,NCCNc1ccc(S)cc1,4,"(0, 1)","(2,)"
880,C1_CC-_CC_C1NCC-_O-O-S,-0.334884,C1=CC(=CC=C1NCC(=O)O)S,O=C(O)CNc1ccc(S)cc1,4,"(0, 1)","(2, 3)"
881,C1_CC-_CC_C1NCCO-S,-0.270414,C1=CC(=CC=C1NCCO)S,OCCNc1ccc(S)cc1,4,"(0, 1)","(2,)"
882,C1_CC-_CC_C1NCCS-O,-0.188874,C1=CC(=CC=C1NCCS)O,Oc1ccc(NCCS)cc1,4,"(0, 1, 2, 3, 4, 9, 10)","(5,)"
883,C1_CC-_CC_C1NC-_O-O-S,-0.474494,C1=CC(=CC=C1NC(=O)O)S,O=C(O)Nc1ccc(S)cc1,4,"(0, 1)","(2, 3)"
884,C1_CC-_CC_C1NC_O-S,-0.307834,C1=CC(=CC=C1NC=O)S,O=CNc1ccc(S)cc1,4,"(0, 1)","(2,)"
885,C1_CC-_CC_C1NC_S-O,-0.354864,C1=CC(=CC=C1NC=S)O,Oc1ccc(NC=S)cc1,4,"(0, 1, 2, 3, 4, 8, 9)","(5,)"
886,C1_CC-_CC_C1N-NCCS,-0.278404,C1=CC(=CC=C1N)NCCS,Nc1ccc(NCCS)cc1,4,"(0, 1, 2, 3, 4, 9, 10)","(5,)"
887,C1_CC-_CC_C1N-NC_S,-0.206124,C1=CC(=CC=C1N)NC=S,Nc1ccc(NC=S)cc1,4,"(0, 1, 2, 3, 4, 8, 9)","(5,)"
889,C1_CC-_CC_C1NN-S,-0.220094,C1=CC(=CC=C1NN)S,NNc1ccc(S)cc1,4,"(0, 1)","(2, 3, 4, 5, 7, 8)"
890,C1_CC-_CC_C1N-OCCS,-0.250694,C1=CC(=CC=C1N)OCCS,Nc1ccc(OCCS)cc1,4,"(0, 1, 2, 3, 4, 9, 10)","(5,)"
891,C1_CC-_CC_C1N-OCC_S,-0.207054,C1=CC(=CC=C1N)OCC=S,Nc1ccc(OCC=S)cc1,4,"(0, 1, 2, 3, 4, 9, 10)","(5,)"
892,C1_CC-_CC_C1N-OCS,-0.219574,C1=CC(=CC=C1N)OCS,Nc1ccc(OCS)cc1,4,"(0, 1, 2, 3, 4, 8, 9)","(5,)"
893,C1_CC-_CC_C1N-OS,-0.23478,C1=CC(=CC=C1N)OS,Nc1ccc(OS)cc1,4,"(0, 1, 2, 3, 4, 7, 8)","(5,)"
894,C1_CC-_CC_C1NO-S,-0.163871,C1=CC(=CC=C1NO)S,ONc1ccc(S)cc1,4,"(0, 1)","(2, 3, 4, 5, 7, 8)"
895,C1_CC-_CC_C1NS-O,-0.320762,C1=CC(=CC=C1NS)O,Oc1ccc(NS)cc1,4,"(0, 1, 2, 3, 4, 7, 8)","(5,)"
896,C1_CC-_CC_C1OCC-_O-O-S,-0.364184,C1=CC(=CC=C1OCC(=O)O)S,O=C(O)COc1ccc(S)cc1,4,"(0, 1)","(2, 3)"
897,C1_CC-_CC_C1OCCO-S,-0.204084,C1=CC(=CC=C1OCCO)S,OCCOc1ccc(S)cc1,4,"(0, 1)","(2,)"
898,C1_CC-_CC_C1OCN-S,-0.323204,C1=CC(=CC=C1OCN)S,NCOc1ccc(S)cc1,4,"(0, 1)","(2,)"
899,C1_CC-_CC_C1OC-_O-O-S,-0.553024,C1=CC(=CC=C1OC(=O)O)S,O=C(O)Oc1ccc(S)cc1,4,"(0, 1)","(2, 3)"
900,C1_CC-_CC_C1ON-S,-0.227007,C1=CC(=CC=C1ON)S,NOc1ccc(S)cc1,4,"(0, 1)","(2, 3, 4, 5, 7, 8)"
901,C1_CC-_CC_C1O-OCC_S,-0.177424,C1=CC(=CC=C1O)OCC=S,Oc1ccc(OCC=S)cc1,4,"(0, 1, 2, 3, 4, 9, 10)","(5,)"
902,C1_CC-_CC_C1O-OCS,-0.298024,C1=CC(=CC=C1O)OCS,Oc1ccc(OCS)cc1,4,"(0, 1, 2, 3, 4, 8, 9)","(5,)"
905,C1_CC-_O-C_CC1_CC_S,-0.241994,C1=CC(=O)C=CC1=CC=S,O=C1C=CC(=CC=S)C=C1,4,"(0, 1, 2, 3, 4, 8, 9)","(5,)"
906,CC1_CC_C-C_C1-CCCS,-0.061334,CC1=CC=C(C=C1)CCCS,Cc1ccc(CCCS)cc1,4,"(0, 1, 2, 3, 4, 9, 10)","(5,)"
908,CC1_CC_C-C_C1-C_CC_S,-0.077004,CC1=CC=C(C=C1)C=CC=S,Cc1ccc(C=CC=S)cc1,4,"(0, 1, 2, 3, 4, 9, 10)","(5,)"
909,CC1_CC_C-C_C1-CCNS,-0.052134,CC1=CC=C(C=C1)CCNS,Cc1ccc(CCNS)cc1,4,"(0, 1, 2, 3, 4, 9, 10)","(5,)"
910,CC1_CC_C-C_C1-CCS,-0.050584,CC1=CC=C(C=C1)CCS,Cc1ccc(CCS)cc1,4,"(0, 1, 2, 3, 4, 8, 9)","(5,)"
