,Filename,Eint_H2O,original_SMILES,CanonSMILES,Class_label,tail_atom_ids_r1,tail_atom_ids_r2
1329,CC1_CC_C-C_C1-OCC_O,-0.054074,CC1=CC=C(C=C1)OCC=O,Cc1ccc(OCC=O)cc1,5,"(0, 1, 2, 3, 4, 9, 10)","(5,)"
1330,CC1_CC_C-C_C1-OCO,-0.016184,CC1=CC=C(C=C1)OCO,Cc1ccc(OCO)cc1,5,"(0, 1, 2, 3, 4, 8, 9)","(5,)"
1332,CC1_CC_C-C_C1-ONO,-0.049454,CC1=CC=C(C=C1)ONO,Cc1ccc(ONO)cc1,5,"(0, 1, 2, 3, 4, 8, 9)","(5,)"
1333,CC1_CC_C-C_C1-OOC_O,-0.003924,CC1=CC=C(C=C1)OOC=O,Cc1ccc(OOC=O)cc1,5,"(0, 1, 2, 3, 4, 9, 10)","(5,)"
1334,CCC1_CC_C-C_C1-C_CO,-0.048674,CCC1=CC=C(C=C1)C=CO,CCc1ccc(C=CO)cc1,5,"(0, 1)","(2, 3, 4, 5, 9, 10)"
1335,CCC1_CC_C-C_C1-C_NO,-0.088804,CCC1=CC=C(C=C1)C=NO,CCc1ccc(C=NO)cc1,5,"(0, 1)","(2, 3, 4, 5, 9, 10)"
1336,CCC1_CC_C-C_C1-CO,-0.056324,CCC1=CC=C(C=C1)CO,CCc1ccc(CO)cc1,5,"(0, 1)","(2, 3, 4, 5, 8, 9)"
1337,CCC1_CC_C-C_C1-C_O,-0.054514,CCC1=CC=C(C=C1)C=O,CCc1ccc(C=O)cc1,5,"(0, 1)","(2, 3, 4, 5, 8, 9)"
1338,CCC1_CC_C-C_C1-NCO,-0.037564,CCC1=CC=C(C=C1)NCO,CCc1ccc(NCO)cc1,5,"(0, 1)","(2, 3, 4, 5, 9, 10)"
1339,CCC1_CC_C-C_C1-NO,-0.031694,CCC1=CC=C(C=C1)NO,CCc1ccc(NO)cc1,5,"(0, 1)","(2, 3, 4, 5, 8, 9)"
1340,CC_C1CC_C-C_C1-O,-0.041554,CC=C1CC=C(C=C1)O,CC=C1C=CC(O)=CC1,5,"(0, 1)","(2, 3, 4, 5, 7, 8)"
1341,CCC1_CC_C-C_C1-O,-0.028254,CCC1=CC=C(C=C1)O,CCc1ccc(O)cc1,5,"(0, 1)","(2, 3, 4, 5, 7, 8)"
1342,CCC1_CC_C-C_C1-OCO,-0.042634,CCC1=CC=C(C=C1)OCO,CCc1ccc(OCO)cc1,5,"(0, 1)","(2, 3, 4, 5, 9, 10)"
1343,CC_CC1_CC_C-C_C1-CO,-0.044424,CC=CC1=CC=C(C=C1)CO,CC=Cc1ccc(CO)cc1,5,"(0, 1)","(2,)"
1344,CC_CC1_CC_C-C_C1-C_O,-0.064054,CC=CC1=CC=C(C=C1)C=O,CC=Cc1ccc(C=O)cc1,5,"(0, 1)","(2,)"
1345,CC_CC1_CC_C-C_C1-NO,-0.029414,CC=CC1=CC=C(C=C1)NO,CC=Cc1ccc(NO)cc1,5,"(0, 1)","(2,)"
1346,CCCC1_CC_C-C_C1-NO,-0.040514,CCCC1=CC=C(C=C1)NO,CCCc1ccc(NO)cc1,5,"(0, 1)","(2,)"
1347,CC_CC1_CC_C-C_C1-O,-0.030444,CC=CC1=CC=C(C=C1)O,CC=Cc1ccc(O)cc1,5,"(0, 1)","(2,)"
1348,CCCC1_CC_C-C_C1-O,-0.047624,CCCC1=CC=C(C=C1)O,CCCc1ccc(O)cc1,5,"(0, 1)","(2,)"
1349,CCC_CC1_CC_C-C_C1-O,-0.046114,CCC=CC1=CC=C(C=C1)O,CCC=Cc1ccc(O)cc1,5,"(0, 1)","(2,)"
1350,CCCC_C1CC_C-C_C1-O,-0.025934,CCCC=C1CC=C(C=C1)O,CCCC=C1C=CC(O)=CC1,5,"(0, 1)","(2,)"
1351,CCCCC1_CC_C-C_C1-O,-0.044924,CCCCC1=CC=C(C=C1)O,CCCCc1ccc(O)cc1,5,"(0, 1)","(2,)"
1352,CCCCCO,-0.026487,CCCCCO,CCCCCO,5,"(0, 1)","(2,)"
1353,CC_CC_CO,-0.029419,CC=CC=CO,CC=CC=CO,5,"(0, 1)","(2,)"
1355,CCC_CC_O,-0.044829,CCC=CC=O,CCC=CC=O,5,"(0, 1)","(2,)"
1356,CCCC_CO,-0.031686,CCCC=CO,CCCC=CO,5,"(0, 1)","(2,)"
1357,CCCCC_O,-0.00115,CCCCC=O,CCCCC=O,5,"(0, 1)","(2,)"
1358,CCCCNO,-0.039088,CCCCNO,CCCCNO,5,"(0, 1)","(2,)"
1359,CC_CCNO,-0.023139,CC=CCNO,CC=CCNO,5,"(0, 1)","(2,)"
1360,CC_CC_NO,-0.114466,CC=CC=NO,CC=CC=NO,5,"(0, 1)","(2,)"
1361,CCC_CN_O,-0.177463,CCC=CN=O,CCC=CN=O,5,"(0, 1)","(2,)"
1362,CCCCO,-0.034502,CCCCO,CCCCO,5,"(0, 1)","(2,)"
1364,CC_CC_O,-0.136783,CC=CC=O,CC=CC=O,5,"(0, 1)","(2,)"
1365,CCC_CO,-0.037383,CCC=CO,CCC=CO,5,"(0, 1)","(2,)"
1366,C-C_CC_O-C-_O-O,-0.322476,C(C=CC=O)C(=O)O,O=CC=CCC(=O)O,5,"(5, 6)","(4, 7)"
1367,C-C_CC_O-O,-0.310501,C(C=CC=O)O,O=CC=CCO,5,"(0, 1)","(2,)"
1368,C-C_CC-_O-O-O,-0.357412,C(C=CC(=O)O)O,O=C(O)C=CCO,5,"(0, 1)","(2, 3)"
1369,CC_CNC1_CC_C-C_C1-O,-0.030474,CC=CNC1=CC=C(C=C1)O,CC=CNc1ccc(O)cc1,5,"(0, 1)","(2,)"
1370,CCCNCO,-0.039551,CCCNCO,CCCNCO,5,"(0, 1)","(2,)"
1372,CC_CNC_O,-0.047765,CC=CNC=O,CC=CNC=O,5,"(0, 1)","(2,)"
1373,CCC_NCO,-0.045996,CCC=NCO,CCC=NCO,5,"(0, 1)","(2,)"
1374,CCC_NC_O,-0.110564,CCC=NC=O,CCC=NC=O,5,"(0, 1)","(2,)"
1375,CCCNNO,-0.044589,CCCNNO,CCCNNO,5,"(0, 1)","(2,)"
1377,CCC_NO,-0.043045,CCC=NO,CCC=NO,5,"(0, 1)","(2,)"
1378,CCCO,-0.022545,CCCO,CCCO,5,"(0, 1)","(2,)"
1379,CC_CO,-0.133522,CC=CO,CC=CO,5,"(0, 1)","(2,)"
1380,CC_COC1_CC_C-C_C1-O,-0.034024,CC=COC1=CC=C(C=C1)O,CC=COc1ccc(O)cc1,5,"(0, 1)","(2,)"
1381,CCCOC1_CC_C-C_C1-O,-0.123004,CCCOC1=CC=C(C=C1)O,CCCOc1ccc(O)cc1,5,"(0, 1)","(2,)"
1382,C-CC_O-CC-_O-O,-0.324947,C(CC=O)CC(=O)O,O=CCCCC(=O)O,5,"(5, 6)","(4, 7)"
1383,C-CCO-CC-_O-O,-0.306184,C(CCO)CC(=O)O,O=C(O)CCCCO,5,"(0, 1)","(2, 3)"
1384,C-_CC_O-C_O,-0.20463,C(=CC=O)C=O,O=CC=CC=O,5,"(4, 5)","(3,)"
1385,C-CC_O-CO,-0.204536,C(CC=O)CO,O=CCCCO,5,"(0, 1)","(2,)"
1386,C-CCO-CO,-0.214752,C(CCO)CO,OCCCCO,5,"(4, 5)","(3,)"
1388,CC_COC_O,-0.136348,CC=COC=O,CC=COC=O,5,"(0, 1)","(2,)"
1389,CCCOC_O,-0.080819,CCCOC=O,CCCOC=O,5,"(0, 1)","(2,)"
1390,CCCONO,-0.046091,CCCONO,CCCONO,5,"(0, 1)","(2,)"
1391,C-C_CO-O,-0.244461,C(C=CO)O,OC=CCO,5,"(3, 4)","(2,)"
1392,CC_COO,-0.121083,CC=COO,CC=COO,5,"(0, 1)","(2,)"
1393,C-_CC-_O-O-C_CO,-0.270446,C(=CC(=O)O)C=CO,O=C(O)C=CC=CO,5,"(0, 1)","(2, 3)"
1394,C-CC-_O-O-C_CO,-0.307402,C(CC(=O)O)C=CO,O=C(O)CCC=CO,5,"(0, 1)","(2, 3)"
1395,C-CC-_O-O-CNO,-0.3472,C(CC(=O)O)CNO,O=C(O)CCCNO,5,"(0, 1)","(2, 3)"
1396,C-CC-_O-O-C_NO,-0.43751,C(CC(=O)O)C=NO,O=C(O)CCC=NO,5,"(0, 1)","(2, 3)"
1397,C-_CC-_O-O-C_O,-0.427037,C(=CC(=O)O)C=O,O=CC=CC(=O)O,5,"(4, 5)","(3, 6)"
1398,C-CC-_O-O-CO,-0.357556,C(CC(=O)O)CO,O=C(O)CCCO,5,"(0, 1)","(2, 3)"
1399,C-CC-_O-O-C_O,-0.381021,C(CC(=O)O)C=O,O=CCCC(=O)O,5,"(4, 5)","(3, 6)"
1400,C-C_CO-OC-_O-O,-0.526803,C(C=CO)OC(=O)O,O=C(O)OCC=CO,5,"(0, 1)","(2, 3)"
1401,CC_NC1_CC_C-C_C1-CO,-0.081874,CC=NC1=CC=C(C=C1)CO,CC=Nc1ccc(CO)cc1,5,"(0, 1)","(2,)"
1402,CCNC1_CC_C-C_C1-CO,-0.097124,CCNC1=CC=C(C=C1)CO,CCNc1ccc(CO)cc1,5,"(0, 1)","(2,)"
1403,CCNC1_CC_C-C_C1-C_O,-0.070654,CCNC1=CC=C(C=C1)C=O,CCNc1ccc(C=O)cc1,5,"(0, 1)","(2,)"
1404,CCNC1_CC_C-C_C1-NO,-0.045614,CCNC1=CC=C(C=C1)NO,CCNc1ccc(NO)cc1,5,"(0, 1)","(2,)"
1406,CCNC1_CC_C-C_C1-O,-0.038594,CCNC1=CC=C(C=C1)O,CCNc1ccc(O)cc1,5,"(0, 1)","(2,)"
1407,CC_NCC1_CC_C-C_C1-O,-0.235444,CC=NCC1=CC=C(C=C1)O,CC=NCc1ccc(O)cc1,5,"(0, 1)","(2,)"
1408,CCNCC1_CC_C-C_C1-O,-0.044994,CCNCC1=CC=C(C=C1)O,CCNCc1ccc(O)cc1,5,"(0, 1)","(2,)"
1409,CCNCCO,-0.043753,CCNCCO,CCNCCO,5,"(0, 1)","(2,)"
1410,C-_CN-C_CO,-0.190965,C(=CN)C=CO,NC=CC=CO,5,"(0, 1)","(2,)"
1411,CC_NCCO,-0.06253,CC=NCCO,CC=NCCO,5,"(0, 1)","(2,)"
1412,CC_NCC_O,-0.057423,CC=NCC=O,CC=NCC=O,5,"(0, 1)","(2,)"
1415,CCNCC_O,-0.099606,CCNCC=O,CCNCC=O,5,"(0, 1)","(2,)"
1416,C-CN-CNO,-0.345407,C(CN)CNO,NCCCNO,5,"(0, 1)","(2,)"
1417,C-CN-C_NO,-0.294135,C(CN)C=NO,NCCC=NO,5,"(0, 1)","(2,)"
1419,CCNCO,-0.030062,CCNCO,CCNCO,5,"(0, 1)","(2,)"
1420,C-CN-CO,-0.373043,C(CN)CO,NCCCO,5,"(0, 1)","(2,)"
1421,C-CN-C_O,-0.408804,C(CN)C=O,NCCC=O,5,"(0, 1)","(2,)"
1422,CC_NCO,-0.019822,CC=NCO,CC=NCO,5,"(0, 1)","(2,)"
1423,CC_NC_O,-0.008046,CC=NC=O,CC=NC=O,5,"(0, 1)","(2,)"
1424,C-_CNC_O-C-_O-O,-0.353394,C(=CNC=O)C(=O)O,O=CNC=CC(=O)O,5,"(5, 6)","(4, 7)"
1425,C-C_NC_O-C-_O-O,-0.486198,C(C=NC=O)C(=O)O,O=CN=CCC(=O)O,5,"(5, 6)","(4, 7)"
1429,C-_CNN-C_O,-0.187206,C(=CNN)C=O,NNC=CC=O,5,"(0, 1)","(2,)"
1430,C-CNN-CO,-0.28927,C(CNN)CO,NNCCCO,5,"(0, 1)","(2,)"
1431,C-CNN-C_O,-0.278927,C(CNN)C=O,NNCCC=O,5,"(0, 1)","(2,)"
1432,CC_NNC_O,-0.134646,CC=NNC=O,CC=NNC=O,5,"(0, 1)","(2,)"
1433,CCNNC_O,-0.054433,CCNNC=O,CCNNC=O,5,"(0, 1)","(2,)"
1434,CCNNO,-0.065108,CCNNO,CCNNO,5,"(0, 1)","(2,)"
1435,C-C_N-NO,-0.369633,C(C=N)NO,N=CCNO,5,"(0, 1)","(2,)"
1436,C-C_NN-O,-0.174037,C(C=NN)O,NN=CCO,5,"(0, 1)","(2,)"
1437,CC_NNO,-0.097507,CC=NNO,CC=NNO,5,"(0, 1)","(2,)"
1438,C-C_N-O,-0.289861,C(C=N)O,N=CCO,5,"(0, 1)","(2,)"
1439,CC_NO,-0.148665,CC=NO,CC=NO,5,"(0, 1)","(2,)"
1440,C-_CNO-C_O,-0.334525,C(=CNO)C=O,O=CC=CNO,5,"(0, 1)","(2,)"
1441,C-CNO-CO,-0.232055,C(CNO)CO,OCCCNO,5,"(0, 1)","(2,)"
1442,CCNOC_O,-0.042401,CCNOC=O,CCNOC=O,5,"(0, 1)","(2,)"
1443,C-_CN_O-C-_O-O,-0.443665,C(=CN=O)C(=O)O,O=NC=CC(=O)O,5,"(4, 5)","(3, 6)"
1446,C-C_NO-O,-0.339711,C(C=NO)O,OCC=NO,5,"(0, 1)","(2,)"
1447,CCOC1_CC_C-C_C1-CO,-0.049764,CCOC1=CC=C(C=C1)CO,CCOc1ccc(CO)cc1,5,"(0, 1)","(2,)"
1448,CCOC1_CC_C-C_C1-C_O,-0.066774,CCOC1=CC=C(C=C1)C=O,CCOc1ccc(C=O)cc1,5,"(0, 1)","(2,)"
1449,CCOC1_CC_C-C_C1-NO,-0.048334,CCOC1=CC=C(C=C1)NO,CCOc1ccc(NO)cc1,5,"(0, 1)","(2,)"
1450,CCOC1_CC_C-C_C1-O,-0.039994,CCOC1=CC=C(C=C1)O,CCOc1ccc(O)cc1,5,"(0, 1)","(2,)"
1451,C-COCC_N-O,-0.298483,C(COCC=N)O,N=CCOCCO,5,"(0, 1)","(2,)"
1452,CCOCCO,-0.042503,CCOCCO,CCOCCO,5,"(0, 1)","(2,)"
1453,C-_CO-C_CO,-0.275803,C(=CO)C=CO,OC=CC=CO,5,"(4, 5)","(3,)"
1454,CCOC_CO,-0.011798,CCOC=CO,CCOC=CO,5,"(0, 1)","(2,)"
1455,CCOCC_O,-0.048017,CCOCC=O,CCOCC=O,5,"(0, 1)","(2,)"
1457,CCOCNO,-0.045036,CCOCNO,CCOCNO,5,"(0, 1)","(2,)"
1458,C-COC_N-O,-0.336103,C(COC=N)O,N=COCCO,5,"(0, 1)","(2,)"
1459,C-COCN-O,-0.308304,C(COCN)O,NCOCCO,5,"(0, 1)","(2,)"
1460,CCOC_NO,-0.078274,CCOC=NO,CCOC=NO,5,"(0, 1)","(2,)"
1461,CCOCO,-0.070344,CCOCO,CCOCO,5,"(0, 1)","(2,)"
1463,C-CO-CO,-0.19887,C(CO)CO,OCCCO,5,"(3, 4)","(2,)"
1464,CCOC_O,-0.14039,CCOC=O,CCOC=O,5,"(0, 1)","(2,)"
1465,C-_COC_O-C-_O-O,-0.428608,C(=COC=O)C(=O)O,O=COC=CC(=O)O,5,"(5, 6)","(4, 7)"
1466,C-CO-COC-_O-O,-0.523857,C(CO)COC(=O)O,O=C(O)OCCCO,5,"(0, 1)","(2, 3)"
1467,C-_CO-C-_O-O,-0.355526,C(=CO)C(=O)O,O=C(O)C=CO,5,"(0, 1)","(2, 3)"
1468,C-COC_O-O,-0.328081,C(COC=O)O,O=COCCO,5,"(0, 1)","(2,)"
1469,C-COCO-O,-0.189417,C(COCO)O,OCCOCO,5,"(0, 1)","(2,)"
1470,C-COC-_O-O-O,-0.295658,C(COC(=O)O)O,O=C(O)OCCO,5,"(0, 1)","(2, 3)"
1471,CCONC1_CC_C-C_C1-O,-0.041354,CCONC1=CC=C(C=C1)O,CCONc1ccc(O)cc1,5,"(0, 1)","(2,)"
1472,C-C_O-NCC-_O-O,-0.338953,C(C=O)NCC(=O)O,O=CCNCC(=O)O,5,"(5, 6)","(4, 7)"
1473,C-CO-N_CC-_O-O,-0.458184,C(CO)N=CC(=O)O,O=C(O)C=NCCO,5,"(0, 1)","(2, 3)"
1474,C-CO-NCC-_O-O,-0.381114,C(CO)NCC(=O)O,O=C(O)CNCCO,5,"(0, 1)","(2, 3)"
1475,CCONCO,-0.040579,CCONCO,CCONCO,5,"(0, 1)","(2,)"
1476,C-C_O-NCO,-0.16582,C(C=O)NCO,O=CCNCO,5,"(0, 1)","(2,)"
1477,C-CO-NCO,-0.164892,C(CO)NCO,OCCNCO,5,"(4, 5)","(3,)"
1478,CCONC_O,-0.061723,CCONC=O,CCONC=O,5,"(0, 1)","(2,)"
1479,C-CO-NC-_O-O,-0.438672,C(CO)NC(=O)O,O=C(O)NCCO,5,"(0, 1)","(2, 3)"
1480,C-CONC-_O-O-O,-0.439977,C(CONC(=O)O)O,O=C(O)NOCCO,5,"(0, 1)","(2, 3)"
1481,C-CO-NNC-_O-O,-0.317978,C(CO)NNC(=O)O,O=C(O)NNCCO,5,"(0, 1)","(2, 3)"
1482,C-CON_NN-O,-0.186004,C(CON=NN)O,NN=NOCCO,5,"(0, 1)","(2,)"
1483,C-CONN-O,-0.434634,C(CONN)O,NNOCCO,5,"(0, 1)","(2,)"
1484,CCONO,-0.058656,CCONO,CCONO,5,"(0, 1)","(2,)"
1485,C-C_O-NO,-0.153432,C(C=O)NO,O=CCNO,5,"(0, 1)","(2,)"
1486,C-CO-NO,-0.18564,C(CO)NO,OCCNO,5,"(3, 4)","(2,)"
1487,C-CON-O,-0.24069,C(CON)O,NOCCO,5,"(0, 1)","(2,)"
1488,C-CONO-O,-0.291718,C(CONO)O,OCCONO,5,"(0, 1)","(2,)"
1489,C-_CO-O,-0.202028,C(=CO)O,OC=CO,5,"(2, 3)","(1,)"
1490,CCOOC1_CC_C-C_C1-O,-0.022724,CCOOC1=CC=C(C=C1)O,CCOOc1ccc(O)cc1,5,"(0, 1)","(2,)"
1491,C-C_O-OCC-_O-O,-0.394153,C(C=O)OCC(=O)O,O=CCOCC(=O)O,5,"(5, 6)","(4, 7)"
1492,C-COOC-_O-O-O,-0.573329,C(COOC(=O)O)O,O=C(O)OOCCO,5,"(0, 1)","(2, 3)"
1493,C-C-_O-O-N_CC_O,-0.410637,C(C(=O)O)N=CC=O,O=CC=NCC(=O)O,5,"(5, 6)","(4, 7)"
1494,C-C-_O-O-NCO,-0.301544,C(C(=O)O)NCO,O=C(O)CNCO,5,"(0, 1)","(2, 3)"
1495,C-C-_O-O-NNC_O,-0.423458,C(C(=O)O)NNC=O,O=CNNCC(=O)O,5,"(5, 6)","(4, 7)"
1496,C-C-_O-O-NO,-0.389716,C(C(=O)O)NO,O=C(O)CNO,5,"(0, 1)","(2, 3)"
1497,C-COO-NO,-0.263305,C(COO)NO,ONCCOO,5,"(0, 1)","(2,)"
1499,C-C-_O-O-OC_CO,-0.380395,C(C(=O)O)OC=CO,O=C(O)COC=CO,5,"(0, 1)","(2, 3)"
1500,C-C-_O-O-OCO,-0.367656,C(C(=O)O)OCO,O=C(O)COCO,5,"(0, 1)","(2, 3)"
1502,C-COO-OC-_O-O,-0.554936,C(COO)OC(=O)O,O=C(O)OCCOO,5,"(0, 1)","(2, 3)"
1503,C-C-_O-O-ONC_O,-0.386197,C(C(=O)O)ONC=O,O=CNOCC(=O)O,5,"(5, 6)","(4, 7)"
1505,C-C-_O-O-OOC_O,-0.398287,C(C(=O)O)OOC=O,O=COOCC(=O)O,5,"(5, 6)","(4, 7)"
1506,CNC1_CC_C-C_C1-CCCO,-0.062694,CNC1=CC=C(C=C1)CCCO,CNc1ccc(CCCO)cc1,5,"(0, 1)","(2, 3, 4, 5, 10, 11)"
1507,CNC1_CC_C-C_C1-C_CCO,-0.024934,CNC1=CC=C(C=C1)C=CCO,CNc1ccc(C=CCO)cc1,5,"(0, 1)","(2, 3, 4, 5, 10, 11)"
1508,CNC1_CC_C-C_C1-C_CC_O,-0.081874,CNC1=CC=C(C=C1)C=CC=O,CNc1ccc(C=CC=O)cc1,5,"(0, 1)","(2, 3, 4, 5, 10, 11)"
1509,CNC1_CC_C-C_C1-CCO,-0.094114,CNC1=CC=C(C=C1)CCO,CNc1ccc(CCO)cc1,5,"(0, 1)","(2, 3, 4, 5, 9, 10)"
1511,CNC1_CC_C-C_C1-CO,-0.095584,CNC1=CC=C(C=C1)CO,CNc1ccc(CO)cc1,5,"(0, 1)","(2, 3, 4, 5, 8, 9)"
1512,CNC1_CC_C-C_C1-C_O,-0.089124,CNC1=CC=C(C=C1)C=O,CNc1ccc(C=O)cc1,5,"(0, 1)","(2, 3, 4, 5, 8, 9)"
1513,CNC1_CC_C-C_C1-COCO,-0.009324,CNC1=CC=C(C=C1)COCO,CNc1ccc(COCO)cc1,5,"(0, 1)","(2, 3, 4, 5, 10, 11)"
1514,CNC1_CC_C-C_C1-NCCO,-0.064504,CNC1=CC=C(C=C1)NCCO,CNc1ccc(NCCO)cc1,5,"(0, 1)","(2, 3, 4, 5, 10, 11)"
1516,CNC1_CC_C-C_C1-NC_O,-0.084894,CNC1=CC=C(C=C1)NC=O,CNc1ccc(NC=O)cc1,5,"(0, 1)","(2, 3, 4, 5, 9, 10)"
1517,CNC1_CC_C-C_C1-NO,-0.079044,CNC1=CC=C(C=C1)NO,CNc1ccc(NO)cc1,5,"(0, 1)","(2, 3, 4, 5, 8, 9)"
1518,CNC1_CC_C-C_C1-O,-0.043704,CNC1=CC=C(C=C1)O,CNc1ccc(O)cc1,5,"(0, 1)","(2, 3, 4, 5, 7, 8)"
1519,CNC1_CC_C-C_C1-OCCO,-0.076554,CNC1=CC=C(C=C1)OCCO,CNc1ccc(OCCO)cc1,5,"(0, 1)","(2, 3, 4, 5, 10, 11)"
1520,CNC1_CC_C-C_C1-OCO,-0.074324,CNC1=CC=C(C=C1)OCO,CNc1ccc(OCO)cc1,5,"(0, 1)","(2, 3, 4, 5, 9, 10)"
1521,CNC1_CC_C-C_C1-OC_O,-0.080024,CNC1=CC=C(C=C1)OC=O,CNc1ccc(OC=O)cc1,5,"(0, 1)","(2, 3, 4, 5, 9, 10)"
1522,CNCC1_CC_C-C_C1-CO,-0.039574,CNCC1=CC=C(C=C1)CO,CNCc1ccc(CO)cc1,5,"(0, 1)","(2,)"
1523,CNCC1_CC_C-C_C1-C_O,-0.092264,CNCC1=CC=C(C=C1)C=O,CNCc1ccc(C=O)cc1,5,"(0, 1)","(2,)"
1524,CNCC1_CC_C-C_C1-NO,-0.017504,CNCC1=CC=C(C=C1)NO,CNCc1ccc(NO)cc1,5,"(0, 1)","(2,)"
1525,CNCC1_CC_C-C_C1-O,-0.039214,CNCC1=CC=C(C=C1)O,CNCc1ccc(O)cc1,5,"(0, 1)","(2,)"
1526,CNCC1_CC_C-C_C1-OCO,-0.049384,CNCC1=CC=C(C=C1)OCO,CNCc1ccc(OCO)cc1,5,"(0, 1)","(2,)"
1527,CNCCC1_CC_C-C_C1-O,-0.037884,CNCCC1=CC=C(C=C1)O,CNCCc1ccc(O)cc1,5,"(0, 1)","(2,)"
1528,CNCC_CC1_CC_C-C_C1-O,-0.031764,CNCC=CC1=CC=C(C=C1)O,CNCC=Cc1ccc(O)cc1,5,"(0, 1)","(2,)"
1529,CNCCCC1_CC_C-C_C1-O,-0.033584,CNCCCC1=CC=C(C=C1)O,CNCCCc1ccc(O)cc1,5,"(0, 1)","(2,)"
1530,CNCCCCO,-0.029994,CNCCCCO,CNCCCCO,5,"(0, 1)","(2,)"
1531,CN_CC_CC_O,-0.099616,CN=CC=CC=O,CN=CC=CC=O,5,"(0, 1)","(2,)"
1533,CNCCCNO,-0.024634,CNCCCNO,CNCCCNO,5,"(0, 1)","(2,)"
1534,CNCCCO,-0.020328,CNCCCO,CNCCCO,5,"(0, 1)","(2,)"
1535,CNC_CCO,-0.073058,CNC=CCO,CNC=CCO,5,"(0, 1)","(2,)"
1536,CNC_CC_O,-0.105963,CNC=CC=O,CNC=CC=O,5,"(0, 1)","(2,)"
1539,CNCCNC1_CC_C-C_C1-O,-0.104384,CNCCNC1=CC=C(C=C1)O,CNCCNc1ccc(O)cc1,5,"(0, 1)","(2,)"
1540,CNCCNCO,-0.046104,CNCCNCO,CNCCNCO,5,"(0, 1)","(2,)"
1541,CNCCNO,-0.030139,CNCCNO,CNCCNO,5,"(0, 1)","(2,)"
1542,CN_CC_NO,-0.07075,CN=CC=NO,CN=CC=NO,5,"(0, 1)","(2,)"
1543,CNCCO,-0.026823,CNCCO,CNCCO,5,"(0, 1)","(2,)"
1544,CN_CC_O,-0.092721,CN=CC=O,CN=CC=O,5,"(0, 1)","(2,)"
1545,CNC_CO,-0.121711,CNC=CO,CNC=CO,5,"(0, 1)","(2,)"
1546,CNCC_O,-0.025064,CNCC=O,CNCC=O,5,"(0, 1)","(2,)"
1547,CNCCOC1_CC_C-C_C1-O,-0.035174,CNCCOC1=CC=C(C=C1)O,CNCCOc1ccc(O)cc1,5,"(0, 1)","(2,)"
1548,CNCCOCO,-0.038125,CNCCOCO,CNCCOCO,5,"(0, 1)","(2,)"
1549,CNCCOC_O,-0.072344,CNCCOC=O,CNCCOC=O,5,"(0, 1)","(2,)"
1550,CNCNCCO,-0.046254,CNCNCCO,CNCNCCO,5,"(0, 1)","(2,)"
1552,CN_CNC_O,-0.115952,CN=CNC=O,CN=CNC=O,5,"(0, 1)","(2,)"
1553,CNCNC_O,-0.054472,CNCNC=O,CNCNC=O,5,"(0, 1)","(2,)"
1555,CNCNO,-0.034788,CNCNO,CNCNO,5,"(0, 1)","(2,)"
1556,C-_N-C_NO,-0.18235,C(=N)C=NO,N=CC=NO,5,"(0, 1)","(2,)"
1558,C-_N-C_O,-0.145369,C(=N)C=O,N=CC=O,5,"(0, 1)","(2,)"
1559,CNCOCCO,-0.020095,CNCOCCO,CNCOCCO,5,"(0, 1)","(2,)"
1560,CNCOCO,-0.062705,CNCOCO,CNCOCO,5,"(0, 1)","(2,)"
1561,CNCOC_O,-0.101591,CNCOC=O,CNCOC=O,5,"(0, 1)","(2,)"
1562,C-_NC_O-C-_O-O,-0.481359,C(=NC=O)C(=O)O,O=CN=CC(=O)O,5,"(4, 5)","(3, 6)"
1563,CNCONCO,-0.022982,CNCONCO,CNCONCO,5,"(0, 1)","(2,)"
1567,C-_NC-_O-O-C_O,-0.336325,C(=NC(=O)O)C=O,O=CC=NC(=O)O,5,"(4, 5)","(3, 6)"
1568,C-NC-_O-O-OC_O,-0.596263,C(NC(=O)O)OC=O,O=COCNC(=O)O,5,"(5, 6)","(4, 7)"
1569,CNNC1_CC_C-C_C1-CO,-0.073644,CNNC1=CC=C(C=C1)CO,CNNc1ccc(CO)cc1,5,"(0, 1)","(2,)"
1570,CNNC1_CC_C-C_C1-O,-0.064194,CNNC1=CC=C(C=C1)O,CNNc1ccc(O)cc1,5,"(0, 1)","(2,)"
1571,CNNCC1_CC_C-C_C1-C_O,-0.060924,CNNCC1=CC=C(C=C1)C=O,CNNCc1ccc(C=O)cc1,5,"(0, 1)","(2,)"
1573,CNNCCCO,-0.035754,CNNCCCO,CNNCCCO,5,"(0, 1)","(2,)"
1574,CNNCCC_O,-0.090178,CNNCCC=O,CNNCCC=O,5,"(0, 1)","(2,)"
1575,CNNCCO,-0.033796,CNNCCO,CNNCCO,5,"(0, 1)","(2,)"
1576,CNNCC_O,-0.068105,CNNCC=O,CNNCC=O,5,"(0, 1)","(2,)"
1577,C-_NN-C_NO,-0.20956,C(=NN)C=NO,NN=CC=NO,5,"(0, 1)","(2,)"
1578,CNNCO,-0.0362,CNNCO,CNNCO,5,"(0, 1)","(2,)"
1579,C-_N-NC_O,-0.166976,C(=N)NC=O,N=CNC=O,5,"(0, 1)","(2,)"
1580,C-_NN-C_O,-0.255399,C(=NN)C=O,NN=CC=O,5,"(0, 1)","(2,)"
